internalTaxonId,conservationNeededCode,conservationNeededName
61292,5.4.3,Sub-national level
61304,3.2,Species recovery
61304,1.1,Site/area protection
61304,4.3,Awareness & communications
61304,1.2,Resource & habitat protection
61304,2.3,Habitat & natural process restoration
61304,5.4.2,National level
54707,3.1.3,Limiting population growth
58301,3.1.1,Harvest management
58301,3.1.2,Trade management
58301,4.3,Awareness & communications
182912,4.3,Awareness & communications
182912,5.4.3,Sub-national level
182912,2.1,Site/area management
185644,4.3,Awareness & communications
185644,5.4.3,Sub-national level
185644,2.1,Site/area management
185644,2.3,Habitat & natural process restoration
53796912,2.3,Habitat & natural process restoration
53796912,4.3,Awareness & communications
53796912,1.2,Resource & habitat protection
53796912,5.4.2,National level
53797196,1.1,Site/area protection
53797196,4.3,Awareness & communications
53797196,5.4.3,Sub-national level
53873458,4.3,Awareness & communications
53873458,5.4.2,National level
53873458,2.1,Site/area management
55326000,2.3,Habitat & natural process restoration
55326000,4.3,Awareness & communications
55326000,5.4.3,Sub-national level
55326010,4.3,Awareness & communications
55326010,5.4.3,Sub-national level
55326010,2.1,Site/area management
57490558,2.2,Invasive/problematic species control
57490558,2.1,Site/area management
57490558,5.2,Policies and regulations
57490558,4.3,Awareness & communications
57490585,2.2,Invasive/problematic species control
57490585,2.1,Site/area management
57490585,5.2,Policies and regulations
57490585,4.3,Awareness & communications
122057344,1.1,Site/area protection
122057344,1.2,Resource & habitat protection
61273,3.1.1,Harvest management
61273,3.1.2,Trade management
61273,1.2,Resource & habitat protection
61273,3.1.3,Limiting population growth
230026276,1.2,Resource & habitat protection
230026276,2.2,Invasive/problematic species control
60318,2.3,Habitat & natural process restoration
60318,2.1,Site/area management
60318,5.4.4,Scale unspecified
60318,5.2,Policies and regulations
60318,4.3,Awareness & communications
60318,1.1,Site/area protection
60318,3.4.1,Captive breeding/artificial propagation
60318,3.1.1,Harvest management
158460742,1.1,Site/area protection
158460742,4.3,Awareness & communications
158460742,1.2,Resource & habitat protection
158460742,5.4.3,Sub-national level
158460742,2.3,Habitat & natural process restoration
158460926,1.2,Resource & habitat protection
158460926,4.3,Awareness & communications
158460926,5.4.3,Sub-national level
158462595,1.1,Site/area protection
158462595,4.3,Awareness & communications
158462595,1.2,Resource & habitat protection
158462595,5.4.3,Sub-national level
158462595,2.1,Site/area management
158462595,2.3,Habitat & natural process restoration
170315,3.1.1,Harvest management
170315,5.2,Policies and regulations
64884022,4.3,Awareness & communications
64884022,5.2,Policies and regulations
64884022,2.1,Site/area management
64884022,2.2,Invasive/problematic species control
209667886,1.1,Site/area protection
209667886,2.1,Site/area management
209667886,1.2,Resource & habitat protection
209667886,6.1,Linked enterprises & livelihood alternatives
215155811,1.1,Site/area protection
215155811,1.2,Resource & habitat protection
215155811,5.4.2,National level
215155811,6.1,Linked enterprises & livelihood alternatives
215155811,2.1,Site/area management
215155811,2.3,Habitat & natural process restoration
58489,1.1,Site/area protection
58489,1.2,Resource & habitat protection
58489,5.4.2,National level
58489,6.1,Linked enterprises & livelihood alternatives
58489,2.1,Site/area management
58489,2.3,Habitat & natural process restoration
174591,1.2,Resource & habitat protection
174591,3.4.1,Captive breeding/artificial propagation
174591,4.3,Awareness & communications
174591,5.4.3,Sub-national level
174591,2.1,Site/area management
22728245,3.1.1,Harvest management
22728245,1.1,Site/area protection
22728245,4.3,Awareness & communications
22728245,2.1,Site/area management
22678896,2.1,Site/area management
22678896,1.2,Resource & habitat protection
22678896,1.1,Site/area protection
215410650,3.4.1,Captive breeding/artificial propagation
218810195,1.1,Site/area protection
218810273,1.1,Site/area protection
218810273,4.3,Awareness & communications
218810398,1.1,Site/area protection
218810398,2.1,Site/area management
218810410,2.1,Site/area management
218810442,1.2,Resource & habitat protection
218810616,1.1,Site/area protection
218810616,4.3,Awareness & communications
218810616,2.1,Site/area management
218810687,4.3,Awareness & communications
218810687,2.1,Site/area management
218810687,2.2,Invasive/problematic species control
219416383,4.3,Awareness & communications
219416383,1.2,Resource & habitat protection
219416383,2.1,Site/area management
219673874,1.1,Site/area protection
219673874,1.2,Resource & habitat protection
219673874,2.1,Site/area management
220970396,1.1,Site/area protection
220970396,5.4.1,International level
220970396,5.4.2,National level
220970396,5.4.3,Sub-national level
220970396,2.1,Site/area management
22690164,1.2,Resource & habitat protection
22696373,3.2,Species recovery
22696373,3.3.1,Reintroduction
22696373,3.4.1,Captive breeding/artificial propagation
22696380,1.1,Site/area protection
22696380,4.3,Awareness & communications
22696380,2.1,Site/area management
22696380,2.2,Invasive/problematic species control
22696380,1.2,Resource & habitat protection
22694852,1.1,Site/area protection
22694852,5.1.1,International level
22694852,5.1.2,National level
22694852,1.2,Resource & habitat protection
22694852,5.4.1,International level
22694852,2.1,Site/area management
22694852,2.2,Invasive/problematic species control
64882819,4.3,Awareness & communications
64882819,5.2,Policies and regulations
64882819,2.1,Site/area management
64882819,2.2,Invasive/problematic species control
175188284,4.3,Awareness & communications
175188284,5.2,Policies and regulations
175188284,2.1,Site/area management
175188284,2.2,Invasive/problematic species control
21897,4.3,Awareness & communications
21897,5.2,Policies and regulations
21897,2.1,Site/area management
21897,2.2,Invasive/problematic species control
82031633,3.2,Species recovery
82031633,1.1,Site/area protection
82031633,4.3,Awareness & communications
82031633,1.2,Resource & habitat protection
82031633,2.1,Site/area management
22693780,1.1,Site/area protection
22693780,4.3,Awareness & communications
230025085,2.2,Invasive/problematic species control
230025085,5.4.2,National level
22688493,1.1,Site/area protection
22682931,2.1,Site/area management
229721104,1.2,Resource & habitat protection
193422404,1.1,Site/area protection
193422404,1.2,Resource & habitat protection
193422404,5.2,Policies and regulations
13653,3.2,Species recovery
13653,1.1,Site/area protection
13653,4.1,Formal education
13653,4.2,Training
13653,4.3,Awareness & communications
13653,1.2,Resource & habitat protection
13653,5.2,Policies and regulations
13653,5.4.2,National level
13653,2.1,Site/area management
13653,3.3.1,Reintroduction
57442,3.1.2,Trade management
57442,1.1,Site/area protection
57442,1.2,Resource & habitat protection
113209812,1.2,Resource & habitat protection
118192469,1.2,Resource & habitat protection
118192469,4.3,Awareness & communications
118192469,3.4.2,Genome resource bank
129271967,3.4.2,Genome resource bank
156865071,3.4.2,Genome resource bank
156865071,3.4.1,Captive breeding/artificial propagation
208614066,3.4.1,Captive breeding/artificial propagation
208614066,1.1,Site/area protection
208614066,4.3,Awareness & communications
208614066,5.1.2,National level
208614066,1.2,Resource & habitat protection
208614066,5.3,Private sector standards & codes
208614066,5.4.2,National level
208614066,2.1,Site/area management
208856699,1.2,Resource & habitat protection
208898690,1.2,Resource & habitat protection
34930,3.4.2,Genome resource bank
34930,2.1,Site/area management
34930,2.2,Invasive/problematic species control
219404494,3.4.2,Genome resource bank
219404494,1.1,Site/area protection
220981289,3.4.1,Captive breeding/artificial propagation
220981289,3.4.2,Genome resource bank
220981289,1.1,Site/area protection
220985144,3.4.2,Genome resource bank
220985144,1.1,Site/area protection
220998083,1.1,Site/area protection
220998083,3.4.2,Genome resource bank
220993475,3.4.2,Genome resource bank
220993475,1.1,Site/area protection
68933833,1.1,Site/area protection
68933833,3.1.1,Harvest management
68933833,3.1.2,Trade management
68933833,3.1.3,Limiting population growth
68933833,5.4.1,International level
68933833,2.1,Site/area management
68933833,3.2,Species recovery
68933833,2.3,Habitat & natural process restoration
68933833,5.4.2,National level
68933833,5.4.3,Sub-national level
68933833,3.3.1,Reintroduction
68933833,3.4.1,Captive breeding/artificial propagation
68933833,4.2,Training
68933833,4.3,Awareness & communications
68933833,1.2,Resource & habitat protection
68933833,5.1.2,National level
68933833,5.1.3,Sub-national level
20396970,4.3,Awareness & communications
20396970,3.4.1,Captive breeding/artificial propagation
20396970,1.2,Resource & habitat protection
20396970,5.3,Private sector standards & codes
20396970,5.4.2,National level
32233,3.1.1,Harvest management
129272325,3.4.2,Genome resource bank
129272325,2.3,Habitat & natural process restoration
156849788,3.4.2,Genome resource bank
156849788,3.4.1,Captive breeding/artificial propagation
158034811,3.4.2,Genome resource bank
158034811,3.4.1,Captive breeding/artificial propagation
216655826,3.4.2,Genome resource bank
216655826,1.1,Site/area protection
216655826,2.1,Site/area management
216662089,3.4.2,Genome resource bank
216662089,1.1,Site/area protection
216662089,2.1,Site/area management
218071675,3.4.2,Genome resource bank
218071675,1.2,Resource & habitat protection
218123692,2.1,Site/area management
219403852,3.4.2,Genome resource bank
219403852,1.1,Site/area protection
220981597,3.4.2,Genome resource bank
220981597,1.1,Site/area protection
220980912,3.4.2,Genome resource bank
220980912,1.1,Site/area protection
220980912,2.3,Habitat & natural process restoration
156849725,2.1,Site/area management
156849725,1.1,Site/area protection
156849725,3.4.2,Genome resource bank
156850117,2.1,Site/area management
156850117,1.1,Site/area protection
156851464,2.1,Site/area management
156851464,3.4.1,Captive breeding/artificial propagation
156854486,4.3,Awareness & communications
156854486,4.2,Training
156854486,3.4.2,Genome resource bank
46846,1.1,Site/area protection
207933143,4.3,Awareness & communications
207933143,1.2,Resource & habitat protection
207933143,5.3,Private sector standards & codes
207933143,5.4.2,National level
207933143,2.1,Site/area management
208981140,1.1,Site/area protection
208981140,1.2,Resource & habitat protection
34947,2.1,Site/area management
210908354,1.1,Site/area protection
210908354,2.1,Site/area management
210908354,2.2,Invasive/problematic species control
34949,2.1,Site/area management
34949,2.2,Invasive/problematic species control
220982332,1.1,Site/area protection
220982332,3.4.2,Genome resource bank
220982332,2.3,Habitat & natural process restoration
220985200,2.1,Site/area management
220985200,3.4.2,Genome resource bank
220978901,3.4.2,Genome resource bank
220978901,1.2,Resource & habitat protection
220978901,2.3,Habitat & natural process restoration
202803,3.4.2,Genome resource bank
202803,1.2,Resource & habitat protection
202803,2.1,Site/area management
62021820,3.3.1,Reintroduction
62021820,1.1,Site/area protection
62021820,4.1,Formal education
62021820,1.2,Resource & habitat protection
62021820,2.1,Site/area management
62021820,2.3,Habitat & natural process restoration
156854694,3.4.2,Genome resource bank
156854694,3.4.1,Captive breeding/artificial propagation
209838554,1.2,Resource & habitat protection
30362,2.1,Site/area management
210908428,3.4.2,Genome resource bank
210908428,1.1,Site/area protection
34934,2.1,Site/area management
34934,2.2,Invasive/problematic species control
34933,3.4.2,Genome resource bank
34933,2.1,Site/area management
34933,2.2,Invasive/problematic species control
216255873,3.4.2,Genome resource bank
216255873,4.3,Awareness & communications
216255873,2.2,Invasive/problematic species control
218071681,3.4.2,Genome resource bank
219482344,3.4.1,Captive breeding/artificial propagation
219482344,1.1,Site/area protection
219482344,4.3,Awareness & communications
219482344,1.2,Resource & habitat protection
219482344,2.1,Site/area management
219482344,5.1.2,National level
219482344,5.3,Private sector standards & codes
219482344,5.4.2,National level
